rideshare_company,pickup_zone,dropoff_zone,trip_length_miles,trip_time_seconds,base_passenger_fare_dollars,tolls_dollars,black_car_fund_dollars,sales_tax_dollars,congestion_surcharge_dollars,airport_fee_dollars,tip_dollars,driver_pay_dollars,driver_total_pay_dollars,good_fare,request_month,request_date,request_hour,request_minute,request_day_of_week,time_of_day,pickup_borough,dropoff_borough,tip_or_no_tip
Uber,Penn Station/Madison Sq West,Union Sq,0.86,575,8.23,0,0.25,0.73,2.75,0,0,6.53,6.53,FALSE,Jun,8,17,47,Thu,afternoon,Manhattan,Manhattan,FALSE
Lyft,Downtown Brooklyn/MetroTech,Boerum Hill,0.877,454,10.54,0,0.32,0.94,0,0,0,5.47,5.47,FALSE,Jun,8,18,24,Thu,evening,Brooklyn,Brooklyn,FALSE
Lyft,East Harlem South,Sutton Place/Turtle Bay North,3.086,849,14.47,0,0.43,1.28,2.75,0,0,13.24,13.24,FALSE,Jun,8,18,48,Thu,evening,Manhattan,Manhattan,FALSE
Uber,East Williamsburg,Hudson Sq,4.08,1717,27.22,0,0.82,2.42,2.75,0,0,21.5,21.5,FALSE,Jun,8,19,1,Thu,evening,Brooklyn,Brooklyn,FALSE
Uber,West Village,West Chelsea/Hudson Yards,2.27,790,15.41,0,0.46,1.37,2.75,0,0,10.41,10.41,FALSE,Jun,8,20,9,Thu,evening,Manhattan,Manhattan,FALSE
Uber,West Village,Union Sq,1.32,607,10.87,0,0.33,0.96,2.75,0,0,8.89,8.89,FALSE,Jun,8,21,20,Thu,evening,Manhattan,Manhattan,FALSE
Uber,Pelham Bay,Yorkville West,10.14,1237,29.56,6.55,1.08,3.2,2.75,0,0,24.94,24.94,FALSE,Jun,8,21,26,Thu,evening,Bronx,Bronx,FALSE
Uber,East New York/Pennsylvania Avenue,East Flatbush/Farragut,3.03,791,16.08,0,0.48,1.43,0,0,0,13.51,13.51,FALSE,Jun,8,22,38,Thu,night,Brooklyn,Brooklyn,FALSE
Uber,West Village,Gramercy,1.47,493,10.43,0,0.31,0.93,2.75,0,3,9.86,12.86,FALSE,Jun,8,23,9,Thu,night,Manhattan,Manhattan,TRUE
Uber,Central Harlem,Longwood,4.15,955,17.98,0,0.54,1.6,0,0,0,14.43,14.43,FALSE,Jun,8,23,28,Thu,night,Manhattan,Manhattan,FALSE
Uber,Central Harlem North,Outside of NYC,9.65,1328,35.28,20,1.66,0,0,0,0,33.78,33.78,FALSE,Jun,8,23,41,Thu,night,Manhattan,Manhattan,FALSE
Uber,East Village,University Heights/Morris Heights,11.24,1665,37.72,0,1.13,3.35,2.75,0,0,30.61,30.61,FALSE,Jun,9,0,47,Fri,night,Manhattan,Manhattan,FALSE
Lyft,Meatpacking/West Village West,Bedford,6.12,1400,25.99,0.13,0.78,2.32,2.75,0,0,21.16,21.16,FALSE,Jun,9,3,11,Fri,night,Manhattan,Manhattan,FALSE
Uber,Ridgewood,Stuyvesant Heights,2.19,857,13.98,0,0.42,1.24,0,0,0,11.11,11.11,FALSE,Jun,9,3,35,Fri,night,Queens,Queens,FALSE
Lyft,Allerton/Pelham Gardens,Woodlawn/Wakefield,2.233,536,12.46,0,0.37,1.1,0,0,0,7.96,7.96,FALSE,Jun,9,5,1,Fri,night,Bronx,Bronx,FALSE
Lyft,Union Sq,Ocean Hill,8.397,2188,38.82,2.41,1.24,3.66,2.75,0,0,31.54,31.54,FALSE,Jun,9,6,2,Fri,morning,Manhattan,Manhattan,FALSE
Uber,Flushing,Elmhurst/Maspeth,7.03,817,25.01,0,0.75,2.22,0,0,0,17.54,17.54,FALSE,Jun,9,6,48,Fri,morning,Queens,Queens,FALSE
Lyft,Saint Albans,Oakland Gardens,4.036,968,20.73,0,0.62,1.84,0,0,0,14.37,14.37,FALSE,Jun,9,7,52,Fri,morning,Queens,Queens,FALSE
Uber,Long Island City/Queens Plaza,Steinway,1.81,633,12.5,0,0.38,1.11,0,0,1,8.62,9.62,FALSE,Jun,9,8,13,Fri,morning,Queens,Queens,TRUE
Uber,Clinton West,East Chelsea,1.44,533,12.65,0,0.38,1.12,2.75,0,5,8.28,13.28,FALSE,Jun,9,8,34,Fri,morning,Manhattan,Manhattan,TRUE
Lyft,Bayside,Whitestone,4.719,810,16.08,0,0.48,1.43,0,0,0,15.65,15.65,FALSE,Jun,9,8,37,Fri,morning,Queens,Queens,FALSE
Uber,Glen Oaks,Borough Park,27.81,2827,86.62,0,2.6,7.69,0,0,0,63.12,63.12,TRUE,Jun,9,8,38,Fri,morning,Queens,Queens,FALSE
Lyft,TriBeCa/Civic Center,Brooklyn Heights,2.19,701,14.88,0,0.45,1.32,2.75,0,0,9.44,9.44,FALSE,Jun,9,9,0,Fri,morning,Manhattan,Manhattan,FALSE
Lyft,Canarsie,East Williamsburg,6.348,1943,32.33,0,0.97,2.87,0,0,0,26.55,26.55,FALSE,Jun,9,9,37,Fri,morning,Brooklyn,Brooklyn,FALSE
Uber,Richmond Hill,South Ozone Park,0.69,304,8.29,0,0.25,0.74,0,0,0,5.61,5.61,FALSE,Jun,9,9,45,Fri,morning,Queens,Queens,FALSE
Uber,Midtown Center,Newark Airport,15.98,3294,98.37,21,3.66,0,0,2.5,0,75.48,75.48,TRUE,Jun,9,10,10,Fri,morning,Manhattan,Manhattan,FALSE
Uber,West Chelsea/Hudson Yards,Hamilton Heights,7.44,2443,40.41,0,1.21,3.59,2.75,0,0,37.43,37.43,FALSE,Jun,9,14,5,Fri,afternoon,Manhattan,Manhattan,FALSE
Lyft,JFK Airport,Park Slope,21.207,3986,72.58,0,2.25,6.66,0,2.5,0,65.2,65.2,TRUE,Jun,9,14,42,Fri,afternoon,Queens,Queens,FALSE
Lyft,Yorkville East,Hamilton Heights,4.337,2014,29.41,0,0.88,2.61,2.75,0,6,24.58,30.58,FALSE,Jun,9,15,13,Fri,afternoon,Manhattan,Manhattan,TRUE
Uber,Upper East Side North,Central Harlem North,2.69,1138,19.92,0,0.6,1.77,2.75,0,0,14.23,14.23,FALSE,Jun,9,15,53,Fri,afternoon,Manhattan,Manhattan,FALSE
Uber,Flatbush/Ditmas Park,Crown Heights North,3.47,1613,23.17,0,0.7,2.06,0,0,0,19.72,19.72,FALSE,Jun,9,16,1,Fri,afternoon,Brooklyn,Brooklyn,FALSE
Lyft,Washington Heights South,LaGuardia Airport,11.334,1834,39.83,6.57,1.47,4.34,0,2.5,11.63,32.07,43.7,FALSE,Jun,9,16,13,Fri,afternoon,Manhattan,Manhattan,TRUE
Lyft,Flatlands,Canarsie,1.409,518,7.86,0,0.23,0.68,0,0,0,6.71,6.71,FALSE,Jun,9,16,16,Fri,afternoon,Brooklyn,Brooklyn,FALSE
Lyft,Belmont,East Tremont,1.273,491,9.61,0,0.29,0.85,0,0,0,6.28,6.28,FALSE,Jun,9,17,3,Fri,afternoon,Bronx,Bronx,FALSE
Uber,Norwood,Morrisania/Melrose,3.95,1463,21.23,0,0.64,1.88,0,0,0,19.62,19.62,FALSE,Jun,9,17,32,Fri,afternoon,Bronx,Bronx,FALSE
Lyft,Gramercy,Clinton East,2.459,1443,20.77,0,0.62,1.84,2.75,0,0,16.75,16.75,FALSE,Jun,9,17,46,Fri,afternoon,Manhattan,Manhattan,FALSE
Uber,Longwood,West Concourse,2.14,836,16.9,0,0.51,1.5,0,0,0,13.2,13.2,FALSE,Jun,9,19,9,Fri,evening,Bronx,Bronx,FALSE
Uber,Midtown East,East Village,3.6,937,44.7,0,1.34,3.97,2.75,0,0,22.59,22.59,FALSE,Jun,9,20,38,Fri,evening,Manhattan,Manhattan,FALSE
Uber,Bushwick South,Bushwick South,2.04,917,13.38,0,0.4,1.19,0,0,3,11.33,14.33,FALSE,Jun,9,20,40,Fri,evening,Brooklyn,Brooklyn,TRUE
Lyft,West Chelsea/Hudson Yards,Bloomingdale,5.171,929,24.29,0,0.73,2.15,2.75,0,0,15.49,15.49,FALSE,Jun,9,20,52,Fri,evening,Manhattan,Manhattan,FALSE
Uber,Upper East Side South,Hunts Point,6.46,1326,30.56,0,0.92,2.71,2.75,0,0,20.95,20.95,FALSE,Jun,9,21,48,Fri,evening,Manhattan,Manhattan,FALSE
Uber,Sunnyside,Corona,3.8,1161,22.29,0,0.67,1.98,0,0,0,16.25,16.25,FALSE,Jun,9,21,50,Fri,evening,Queens,Queens,FALSE
Uber,Sutton Place/Turtle Bay North,West Village,3.54,1434,23.27,0,0.7,2.07,2.75,0,0,20.44,20.44,FALSE,Jun,9,22,4,Fri,night,Manhattan,Manhattan,FALSE
Lyft,Bay Ridge,East Williamsburg,10.107,1860,31.33,0,0.85,2.52,0,0,0,34.69,34.69,FALSE,Jun,9,22,47,Fri,night,Brooklyn,Brooklyn,FALSE
Uber,Brighton Beach,Sheepshead Bay,2.18,674,10.68,0,0.32,0.95,0,0,0,9.19,9.19,FALSE,Jun,9,22,51,Fri,night,Brooklyn,Brooklyn,FALSE
Uber,Maspeth,North Corona,5.19,1101,18.72,0,0.56,1.66,0,0,0,17.37,17.37,FALSE,Jun,9,23,26,Fri,night,Queens,Queens,FALSE
Lyft,Midtown East,Upper West Side South,2.653,887,29,0,0.87,2.57,2.75,0,0,21.98,21.98,FALSE,Jun,9,23,30,Fri,night,Manhattan,Manhattan,FALSE
Uber,Inwood,West Farms/Bronx River,7.33,882,25.01,0,0.75,2.22,0,0,0,22.68,22.68,FALSE,Jun,9,23,36,Fri,night,Manhattan,Manhattan,FALSE
Lyft,East Flatbush/Remsen Village,Flatlands,1.81,529,9.83,0,0.29,0.87,0,0,0,7.33,7.33,FALSE,Jun,9,23,58,Fri,night,Brooklyn,Brooklyn,FALSE
Uber,South Williamsburg,Park Slope,4.28,1214,21.37,0,0.64,1.9,0,0,0,17.08,17.08,FALSE,Jun,10,0,27,Sat,night,Brooklyn,Brooklyn,FALSE
Uber,Lower East Side,Kips Bay,1.63,659,25.16,0,0.75,2.23,2.75,0,0,12.62,12.62,FALSE,Jun,10,0,28,Sat,night,Manhattan,Manhattan,FALSE
Uber,Greenwich Village North,Little Italy/NoLiTa,0.98,365,13.57,0,0.41,1.2,2.75,0,0,10.58,10.58,FALSE,Jun,10,0,45,Sat,night,Manhattan,Manhattan,FALSE
Uber,Mount Hope,East Tremont,1.19,390,9.8,0,0.29,0.87,0,0,0,5.93,5.93,FALSE,Jun,10,0,49,Sat,night,Bronx,Bronx,FALSE
Uber,Alphabet City,Prospect-Lefferts Gardens,8.22,1838,37.7,0,1.13,3.35,2.75,0,0,31.83,31.83,FALSE,Jun,10,1,33,Sat,night,Manhattan,Manhattan,FALSE
Uber,Clinton East,East Harlem North,5.38,1503,16.75,0,0.5,1.49,0.75,0,0,18.11,18.11,FALSE,Jun,10,1,33,Sat,night,Manhattan,Manhattan,FALSE
Uber,Westchester Village/Unionport,Crotona Park East,2.75,617,12.48,0,0.37,1.11,0,0,0,9.72,9.72,FALSE,Jun,10,2,12,Sat,night,Bronx,Bronx,FALSE
Uber,Crown Heights North,Prospect-Lefferts Gardens,1.54,538,8.93,0,0.27,0.79,0,0,0,7.14,7.14,FALSE,Jun,10,2,17,Sat,night,Brooklyn,Brooklyn,FALSE
Uber,East Tremont,Mount Hope,0.92,372,7.86,0,0.24,0.7,0,0,0,7.34,7.34,FALSE,Jun,10,2,40,Sat,night,Bronx,Bronx,FALSE
Uber,Bushwick South,Flatlands,6.26,1576,43.91,0,1.32,3.9,0,0,0,25.19,25.19,FALSE,Jun,10,3,48,Sat,night,Brooklyn,Brooklyn,FALSE
Lyft,Corona,Stuyvesant Heights,6.275,1353,28.36,0,0.85,2.52,0,0,0,20.92,20.92,FALSE,Jun,10,7,24,Sat,morning,Queens,Queens,FALSE
Uber,Hamilton Heights,Yorkville West,5.19,1138,28.86,0,0.87,2.56,2.75,0,0,17.52,17.52,FALSE,Jun,10,8,9,Sat,morning,Manhattan,Manhattan,FALSE
Uber,Long Island City/Queens Plaza,Greenwich Village South,5.18,1212,22.05,0,0.66,1.96,2.75,0,0,18.64,18.64,FALSE,Jun,10,8,40,Sat,morning,Queens,Queens,FALSE
Uber,Fordham South,Pelham Parkway,1.93,590,11.19,0,0.34,0.99,0,0,0,8.49,8.49,FALSE,Jun,10,8,56,Sat,morning,Bronx,Bronx,FALSE
Lyft,East Village,JFK Airport,23.288,3303,61.94,1.95,1.99,5.89,2.75,2.5,0,61.53,61.53,TRUE,Jun,10,8,57,Sat,morning,Manhattan,Manhattan,FALSE
Uber,Maspeth,South Ozone Park,8.96,2056,32.11,0,0.96,2.85,0,0,0,31.1,31.1,FALSE,Jun,10,11,35,Sat,morning,Queens,Queens,FALSE
Uber,Bushwick South,Williamsburg (North Side),2.49,970,21.2,0,0.64,1.88,0,0,0,12.39,12.39,FALSE,Jun,10,13,33,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,TriBeCa/Civic Center,JFK Airport,28.31,4048,81.74,6.55,2.72,8.06,2.75,2.5,14.55,75.25,89.8,TRUE,Jun,10,14,6,Sat,afternoon,Manhattan,Manhattan,TRUE
Uber,Upper West Side South,Newark Airport,18.08,2852,84.18,21,3.23,0,0,2.5,12,56.28,68.28,TRUE,Jun,10,14,18,Sat,afternoon,Manhattan,Manhattan,TRUE
Lyft,Murray Hill,Upper East Side South,1.566,897,13.41,0,0.4,1.19,2.75,0,0,10.46,10.46,FALSE,Jun,10,14,48,Sat,afternoon,Manhattan,Manhattan,FALSE
Lyft,South Ozone Park,Jamaica,3.116,974,19.5,0,0.59,1.73,0,0,0,13.22,13.22,FALSE,Jun,10,14,59,Sat,afternoon,Queens,Queens,FALSE
Lyft,Melrose South,Claremont/Bathgate,1.678,830,12.8,0,0.3,0.89,0,0,0,9.99,9.99,FALSE,Jun,10,15,6,Sat,afternoon,Bronx,Bronx,FALSE
Uber,Windsor Terrace,Prospect Heights,2.58,1219,18.73,0,0.56,1.66,0,0,3.14,17.38,20.52,FALSE,Jun,10,15,18,Sat,afternoon,Brooklyn,Brooklyn,TRUE
Lyft,Williamsburg (North Side),Midtown South,4.822,1868,29.33,5.71,1.05,3.11,2.75,0,0,23.84,23.84,FALSE,Jun,10,15,34,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Lyft,Kew Gardens,Forest Hills,1.464,484,10.75,0,0.29,0.85,0,0,5,6.46,11.46,FALSE,Jun,10,15,42,Sat,afternoon,Queens,Queens,TRUE
Lyft,Downtown Brooklyn/MetroTech,Sutton Place/Turtle Bay North,6.582,1248,26.08,0,0.78,2.31,2.75,0,0,22.94,22.94,FALSE,Jun,10,15,47,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Crown Heights North,Fort Greene,3.4,994,20.24,0,0.61,1.8,0,0,0,13.81,13.81,FALSE,Jun,10,16,49,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Lyft,Bellerose,Jamaica,3.101,810,16.95,0,0.51,1.5,0,0,0,11.67,11.67,FALSE,Jun,10,16,54,Sat,afternoon,Queens,Queens,FALSE
Uber,Bedford,Gowanus,3.85,2273,31.22,0,0.94,2.77,0,0,0,26.61,26.61,FALSE,Jun,10,17,23,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Lyft,Brownsville,Flatlands,2.441,957,16.77,0,0.5,1.49,0,0,0,12.17,12.17,FALSE,Jun,10,17,27,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Greenpoint,Greenwich Village South,4.7,1800,27.92,0,0.84,2.48,2.75,0,0,26.83,26.83,FALSE,Jun,10,18,8,Sat,evening,Brooklyn,Brooklyn,FALSE
Uber,LaGuardia Airport,Washington Heights South,11.41,2099,41.18,6.55,1.51,4.46,0,2.5,0,34.72,34.72,FALSE,Jun,10,18,27,Sat,evening,Queens,Queens,FALSE
Uber,Westchester Village/Unionport,Soundview/Castle Hill,1.55,477,12.92,0,0.39,1.15,0,0,0,8.67,8.67,FALSE,Jun,10,19,5,Sat,evening,Bronx,Bronx,FALSE
Lyft,Midtown South,East Village,3.298,1288,24.35,0,0.73,2.16,2.75,0,2,16.4,18.4,FALSE,Jun,10,19,18,Sat,evening,Manhattan,Manhattan,TRUE
Uber,Meatpacking/West Village West,Clinton East,1.76,939,67,0,2.01,5.95,2.75,0,11.65,50.39,62.04,FALSE,Jun,10,19,20,Sat,evening,Manhattan,Manhattan,TRUE
Lyft,East Chelsea,Two Bridges/Seward Park,4.474,1811,27.03,0,0.81,2.4,2.75,0,0,22.85,22.85,FALSE,Jun,10,19,52,Sat,evening,Manhattan,Manhattan,FALSE
Uber,Steinway,Springfield Gardens North,15.74,2390,61.09,0,1.83,5.42,0,0,0,46.37,46.37,FALSE,Jun,10,20,53,Sat,evening,Queens,Queens,FALSE
Uber,Middle Village,Glendale,2.02,645,11.41,0,0.34,1.01,0,0,0,8.94,8.94,FALSE,Jun,10,21,28,Sat,evening,Queens,Queens,FALSE
Uber,Clinton East,Midtown North,1.71,614,25.48,0,0.76,2.26,2.75,0,6.25,15.62,21.87,FALSE,Jun,10,21,41,Sat,evening,Manhattan,Manhattan,TRUE
Uber,Williamsburg (North Side),West Village,3.67,1265,22.51,0,0.68,2,2.75,0,0,16.71,16.71,FALSE,Jun,10,21,51,Sat,evening,Brooklyn,Brooklyn,FALSE
Lyft,Long Island City/Hunters Point,Midtown Center,4.053,1255,18.11,1.77,0.6,1.76,2.75,0,5,17.08,22.08,FALSE,Jun,10,22,8,Sat,night,Queens,Queens,TRUE
Uber,Gramercy,East Village,2.08,760,44.46,0,1.33,3.95,2.75,0,0,32.08,32.08,FALSE,Jun,10,23,9,Sat,night,Manhattan,Manhattan,FALSE
Uber,Flatlands,Washington Heights South,20.7,3650,69,0,2.07,6.12,2.75,0,0,70.93,70.93,TRUE,Jun,10,23,20,Sat,night,Brooklyn,Brooklyn,FALSE
Lyft,Bushwick South,Williamsburg (South Side),1.872,750,12.5,0,0.38,1.11,0,0,0,9.49,9.49,FALSE,Jun,11,1,19,Sun,night,Brooklyn,Brooklyn,FALSE
Lyft,Woodhaven,South Ozone Park,4.085,1173,16.97,0,0.51,1.51,0,0,2.85,16.36,19.21,FALSE,Jun,11,1,32,Sun,night,Queens,Queens,TRUE
Lyft,Bedford,Long Island City/Hunters Point,5.724,1632,21.45,0,0.64,1.9,0,0,4.32,24.81,29.13,FALSE,Jun,11,1,39,Sun,night,Brooklyn,Brooklyn,TRUE
Uber,Lower East Side,Bushwick South,3.69,1208,31.49,0,0.94,2.79,2.75,0,0,25.69,25.69,FALSE,Jun,11,3,24,Sun,night,Manhattan,Manhattan,FALSE
Lyft,Canarsie,East Flatbush/Farragut,3.142,883,15.18,0,0.46,1.35,0,0,0,12.4,12.4,FALSE,Jun,11,5,18,Sun,night,Brooklyn,Brooklyn,FALSE
Lyft,East Harlem South,Greenpoint,6.447,1473,26.91,1.44,0.85,2.52,2.75,0,0,22.27,22.27,FALSE,Jun,11,6,38,Sun,morning,Manhattan,Manhattan,FALSE
Lyft,Hillcrest/Pomonok,Outside of NYC,7.922,913,23.29,0,0.7,0,0,0,0,19.65,19.65,FALSE,Jun,11,6,40,Sun,morning,Queens,Queens,FALSE
Uber,Springfield Gardens South,Saint Albans,1.97,485,10.64,0,0.32,0.94,0,0,0,7.15,7.15,FALSE,Jun,11,10,12,Sun,morning,Queens,Queens,FALSE
Lyft,Van Nest/Morris Park,Bronx Park,2.019,617,11.36,0,0.34,1.01,0,0,5,8.43,13.43,FALSE,Jun,11,11,52,Sun,morning,Bronx,Bronx,TRUE
Uber,Crown Heights North,Williamsburg (South Side),3.99,1266,26.76,0,0.8,2.37,0,0,4.48,18.14,22.62,FALSE,Jun,11,12,52,Sun,afternoon,Brooklyn,Brooklyn,TRUE
Lyft,East Harlem North,Mott Haven/Port Morris,1.758,643,13.35,0,0.4,1.18,0,0,0,8.34,8.34,FALSE,Jun,11,13,3,Sun,afternoon,Manhattan,Manhattan,FALSE
Lyft,Lenox Hill West,SoHo,6.96,1644,27.77,0,0.83,2.47,2.75,0,0,24.55,24.55,FALSE,Jun,11,14,2,Sun,afternoon,Manhattan,Manhattan,FALSE
Uber,Morrisania/Melrose,Central Harlem,3.78,1547,24.13,0,0.72,2.14,0,0,0,20.07,20.07,FALSE,Jun,11,14,14,Sun,afternoon,Bronx,Bronx,FALSE
Uber,East Harlem South,Morningside Heights,2.28,1038,30.65,0,0.92,2.72,0,0,0,22.29,22.29,FALSE,Jun,11,14,30,Sun,afternoon,Manhattan,Manhattan,FALSE
Uber,East New York/Pennsylvania Avenue,Ocean Hill,1.87,850,16.01,0,0.48,1.42,0,0,0,11.95,11.95,FALSE,Jun,11,15,15,Sun,afternoon,Brooklyn,Brooklyn,FALSE
Uber,JFK Airport,Maspeth,12.53,2364,60.34,0,1.89,5.58,0,2.5,14.06,41.57,55.63,FALSE,Jun,11,15,18,Sun,afternoon,Queens,Queens,TRUE
Lyft,South Jamaica,Queensboro Hill,5.053,1003,21.16,0,0.63,1.88,0,0,0,16.03,16.03,FALSE,Jun,11,15,37,Sun,afternoon,Queens,Queens,FALSE
Lyft,DUMBO/Vinegar Hill,Flushing Meadows-Corona Park,10.56,1625,52.53,0,1.58,4.66,0,0,9.28,29.09,38.37,FALSE,Jun,11,16,26,Sun,afternoon,Brooklyn,Brooklyn,TRUE
Uber,Penn Station/Madison Sq West,Lincoln Square East,2.87,1212,29.63,0,0.89,2.63,2.75,0,0,16.66,16.66,FALSE,Jun,11,16,55,Sun,afternoon,Manhattan,Manhattan,FALSE
Uber,Bedford,Williamsburg (North Side),3.11,1146,20.2,0,0.61,1.79,0,0,0,14.86,14.86,FALSE,Jun,11,18,9,Sun,evening,Brooklyn,Brooklyn,FALSE
Lyft,Murray Hill,Midtown South,1.348,707,12.68,0,0.38,1.13,2.75,0,0,8.4,8.4,FALSE,Jun,11,18,13,Sun,evening,Manhattan,Manhattan,FALSE
Uber,Dyker Heights,Sunset Park East,1.19,484,10.67,0,0.32,0.95,0,0,0,6.22,6.22,FALSE,Jun,11,18,55,Sun,evening,Brooklyn,Brooklyn,FALSE
Uber,Park Slope,Garment District,5.72,1667,30.53,0,0.92,2.71,2.75,0,0,23.19,23.19,FALSE,Jun,11,20,5,Sun,evening,Brooklyn,Brooklyn,FALSE
Uber,Washington Heights South,Morrisania/Melrose,4.55,1851,31.17,0,0.94,2.77,0,0,0,24.69,24.69,FALSE,Jun,11,20,46,Sun,evening,Manhattan,Manhattan,FALSE
Lyft,World Trade Center,JFK Airport,19.371,2963,89.93,2.92,2.86,8.46,2.75,2.5,5,58.43,63.43,TRUE,Jun,11,20,48,Sun,evening,Manhattan,Manhattan,TRUE
Lyft,Central Harlem,Highbridge,2.106,769,13.23,0,0.4,1.18,0,0,0,9.97,9.97,FALSE,Jun,11,20,57,Sun,evening,Manhattan,Manhattan,FALSE
Lyft,Little Italy/NoLiTa,Battery Park City,1.802,710,11.8,0,0.35,1.05,2.75,0,3.67,9.75,13.42,FALSE,Jun,11,21,31,Sun,evening,Manhattan,Manhattan,TRUE
Uber,Williamsburg (North Side),Greenpoint,0.81,356,19.57,0,0.59,1.74,0,0,0,9.14,9.14,FALSE,Jun,11,22,33,Sun,night,Brooklyn,Brooklyn,FALSE
Uber,Williamsburg (South Side),Park Slope,4.85,1386,17.89,0,0.54,1.59,0,0,0,26.49,26.49,FALSE,Jun,11,23,24,Sun,night,Brooklyn,Brooklyn,FALSE
Lyft,Norwood,Outside of NYC,4.233,826,16.08,0,0.48,1.43,0,0,0,13.91,13.91,FALSE,Jun,12,0,32,Mon,night,Bronx,Bronx,FALSE
Lyft,Greenwich Village North,Garment District,1.573,297,8.26,0,0.25,0.73,2.75,0,0,5.47,5.47,FALSE,Jun,12,1,14,Mon,night,Manhattan,Manhattan,FALSE
Uber,Pelham Bay Park,Co-Op City,2.13,430,8.94,0,0.27,0.79,0,0,0,16.09,16.09,FALSE,Jun,12,1,44,Mon,night,Bronx,Bronx,FALSE
Uber,Times Sq/Theatre District,Clinton West,1.4,554,8.24,0,0.25,0.73,2.75,0,0,7.23,7.23,FALSE,Jun,12,1,55,Mon,night,Manhattan,Manhattan,FALSE
Uber,Flushing,Soundview/Bruckner,7.9,907,25.21,6.55,0.95,2.82,0,0,0,21.66,21.66,FALSE,Jun,12,4,45,Mon,night,Queens,Queens,FALSE
Uber,East Village,Steinway,9.51,2544,53.81,0,1.61,4.78,2.75,0,0,39.53,39.53,FALSE,Jun,12,7,48,Mon,morning,Manhattan,Manhattan,FALSE
Uber,Astoria,Lenox Hill East,4.22,1645,26.95,0,0.81,2.39,2.75,0,0,21.01,21.01,FALSE,Jun,12,8,29,Mon,morning,Queens,Queens,FALSE
Uber,Corona,Forest Hills,1.85,946,13.37,0,0.4,1.19,0,0,0,11.32,11.32,FALSE,Jun,12,8,35,Mon,morning,Queens,Queens,FALSE
Lyft,Richmond Hill,Woodside,6.56,1686,42.2,0,1.27,3.75,0,0,0,24.42,24.42,FALSE,Jun,12,8,38,Mon,morning,Queens,Queens,FALSE
Lyft,East Chelsea,West Chelsea/Hudson Yards,0.79,431,9.86,0,0.3,0.88,2.75,0,0,5.47,5.47,FALSE,Jun,12,8,55,Mon,morning,Manhattan,Manhattan,FALSE
Lyft,JFK Airport,Greenpoint,15.339,3024,56.29,0,1.76,5.22,0,2.5,9.87,48.48,58.35,FALSE,Jun,12,9,7,Mon,morning,Queens,Queens,TRUE
Uber,Randalls Island,LaGuardia Airport,6.6,690,27.69,10,1.21,3.57,0,2.5,0,15.16,15.16,FALSE,Jun,12,9,33,Mon,morning,Manhattan,Manhattan,FALSE
Uber,Central Harlem North,East Harlem North,2.06,759,12.46,0,0.37,1.11,0,0,0,9.84,9.84,FALSE,Jun,12,10,44,Mon,morning,Manhattan,Manhattan,FALSE
Uber,Greenwich Village North,Lower East Side,1.96,951,16.24,0,0.49,1.44,2.75,0,0,11.52,11.52,FALSE,Jun,12,10,45,Mon,morning,Manhattan,Manhattan,FALSE
Uber,Clinton Hill,LaGuardia Airport,10.02,2330,54.23,0,1.7,5.03,0,2.5,12.69,37.21,49.9,FALSE,Jun,12,10,53,Mon,morning,Brooklyn,Brooklyn,TRUE
Lyft,Hillcrest/Pomonok,JFK Airport,7.603,1568,24.27,0,0.8,2.37,0,2.5,0,24.68,24.68,FALSE,Jun,12,10,53,Mon,morning,Queens,Queens,FALSE
Lyft,Melrose South,East Tremont,2.692,1074,23.09,0,0.69,2.05,0,0,0,13.6,13.6,FALSE,Jun,12,11,44,Mon,morning,Bronx,Bronx,FALSE
Lyft,Gramercy,Maspeth,8.445,2279,29.68,4.22,1.02,3.01,2.75,0,0,32.45,32.45,FALSE,Jun,12,11,49,Mon,morning,Manhattan,Manhattan,FALSE
Lyft,Greenwich Village North,Alphabet City,2.037,1000,16.11,0,0.48,1.43,2.75,0,0,12.04,12.04,FALSE,Jun,12,12,45,Mon,afternoon,Manhattan,Manhattan,FALSE
Uber,Inwood,Washington Heights North,0.65,356,8.01,0,0.24,0.71,0,0,0,5.38,5.38,FALSE,Jun,12,14,42,Mon,afternoon,Manhattan,Manhattan,FALSE
Lyft,Lenox Hill West,Long Island City/Hunters Point,2.499,842,14.22,0.16,0.43,1.28,2.75,0,0,11.17,11.17,FALSE,Jun,12,15,14,Mon,afternoon,Manhattan,Manhattan,FALSE
Lyft,East Williamsburg,LaGuardia Airport,7.571,1743,37.31,0,1.19,3.53,0,2.5,5,26.28,31.28,FALSE,Jun,12,16,26,Mon,afternoon,Brooklyn,Brooklyn,TRUE
Uber,Greenwich Village South,SoHo,0.8,752,13.23,0,0.4,1.17,2.75,0,0,8.45,8.45,FALSE,Jun,12,17,45,Mon,afternoon,Manhattan,Manhattan,FALSE
Uber,Jamaica,JFK Airport,4.55,628,17.15,0,0.59,1.74,0,2.5,0,11.92,11.92,FALSE,Jun,12,19,2,Mon,evening,Queens,Queens,FALSE
